s2aq2,s2aq4,weight,exp,lnw
.,.,192.538,,
Pre school,Yes,192.538,-9,
None,Yes,192.538,-12,
.,.,,,
.,.,192.538,,
None,Yes,192.538,-11,
.,.,,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
None,Yes,215.92,-8,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
JSS3/JHS3,Yes,215.92,1,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
P4,Yes,215.92,0,
P3,Yes,215.92,-3,
P2,Yes,215.92,-6,
.,.,215.92,,
.,.,215.92,,
None,Yes,215.92,-8,
None,Yes,215.92,-12,
.,.,,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,215.92,,
.,.,,,
.,.,196.367,,8.558335
.,.,196.367,,7.354362
.,.,196.367,,
Pre school,Yes,196.367,-10,
.,.,,,
P6,No,196.367,48,9.581346
.,.,196.367,,6.948897
SHS4,No,196.367,,
P6,Yes,196.367,2,
P3,No,196.367,-1,
P1,Yes,196.367,-4,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,7.642045
JSS3/JHS3,Yes,196.367,2,
None,Yes,196.367,-9,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,9.141418
.,.,196.367,,8.646026
.,.,196.367,,6.866933
SHS4,No,196.367,,
SSS2/SHS2,Yes,196.367,7,
P5,Yes,196.367,-1,
.,.,196.367,,
None,Yes,196.367,-8,
None,Yes,196.367,-10,
.,.,196.367,,
JSS/JHS 2,Yes,196.367,3,
P5,Yes,196.367,-1,
None,Yes,196.367,-6,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,6.214608
.,.,196.367,,6.068426
.,.,196.367,,6.948897
P3,Yes,196.367,-5,
None,Yes,196.367,-8,
.,.,196.367,,
.,.,,,
.,.,196.367,,4.174387
.,.,,,
.,.,196.367,,
None,Yes,196.367,-8,
.,.,196.367,,6.214608
.,.,196.367,,6.25575
.,.,196.367,,3.912023
JSS1/JHS1,No,196.367,2,
P4,Yes,196.367,-4,
None,Yes,196.367,-10,
.,.,196.367,,7.824046
.,.,196.367,,4.60517
.,.,196.367,,6.214608
.,.,196.367,,5.703783
.,.,196.367,,
.,.,196.367,,
JSS1/JHS1,Yes,196.367,1,
P1,Yes,196.367,-6,
None,Yes,196.367,-8,
None,Yes,196.367,-11,
.,.,196.367,,
P4,Yes,196.367,-3,
Pre school,Yes,196.367,-6,
None,Yes,196.367,-8,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
.,.,,,
.,.,196.367,,6.55108
.,.,196.367,,4.382027
Pre school,Yes,196.367,-7,
Pre school,Yes,196.367,-11,
.,.,,,
.,.,196.367,,7.783224
P4,No,196.367,9,5.562603
Pre school,Yes,196.367,-11,
.,.,196.367,,
P2,Yes,196.367,-7,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
P3,Yes,196.367,-1,
.,.,196.367,,
None,Yes,196.367,-7,
.,.,196.367,,
.,.,,,
.,.,196.367,,
.,.,196.367,,
None,Yes,196.367,-7,
.,.,196.367,,
.,.,196.367,,
.,.,,,
.,.,196.367,,
JSS1/JHS1,No,196.367,7,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
Pre school,Yes,196.367,-13,
.,.,,,
.,.,196.367,,
.,.,196.367,,8.606225
.,.,196.367,,
SS1/SHS1,Yes,196.367,7,
.,.,196.367,,
.,.,196.367,,
.,.,196.367,,
P3,Yes,196.367,-5,
.,.,196.367,,6.684612
.,.,196.367,,
P3,No,196.367,2,
.,.,196.367,,
P1,Yes,196.367,-3,
Pre school,Yes,196.367,-5,
Pre school,Yes,196.367,-8,
.,.,,,
.,.,196.367,,
None,Yes,196.367,-7,
None,Yes,196.367,-12,
.,.,196.367,,
.,.,196.367,,
P3,Yes,196.367,3,
.,.,196.367,,
P1,Yes,196.367,-1,
.,.,,,
P1,No,196.367,24,
.,.,196.367,,
.,.,86.5301,,
.,.,86.5301,,
JSS3/JHS3,No,86.5301,6,
SSS3/SHS3,No,86.5301,0,
SSS2/SHS2,Yes,86.5301,2,
.,.,86.5301,,
P3,Yes,86.5301,-2,
.,.,86.5301,,
JSS3/JHS3,Yes,86.5301,3,
.,.,86.5301,,
P2,Yes,86.5301,-3,
P1,Yes,86.5301,-6,
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
JSS3/JHS3,Yes,86.5301,4,
P6,Yes,86.5301,2,
P6,Yes,86.5301,0,
P3,Yes,86.5301,-3,
.,.,86.5301,,
JSS/JHS 2,Yes,86.5301,1,
P6,Yes,86.5301,-2,
P2,Yes,86.5301,-5,
Pre school,Yes,86.5301,-8,
P6,No,86.5301,8,
.,.,86.5301,,
None,Yes,86.5301,-11,
.,.,,,
.,.,86.5301,,
P6,No,86.5301,17,7.863113
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
Pre school,Yes,86.5301,-11,
.,.,,,
P4,No,86.5301,49,
.,.,86.5301,,
JSS1/JHS1,Yes,86.5301,0,
P6,Yes,86.5301,-2,
P3,Yes,86.5301,-5,
Pre school,Yes,86.5301,-8,
.,.,86.5301,,
P6,No,86.5301,22,
.,.,86.5301,,
P6,Yes,86.5301,-1,
P2,Yes,86.5301,-5,
P1,Yes,86.5301,-7,
Pre school,Yes,86.5301,-9,
.,.,,,
.,.,86.5301,,
.,.,86.5301,,
P6,Yes,86.5301,1,
P5,Yes,86.5301,-1,
P1,Yes,86.5301,-5,
Pre school,Yes,86.5301,-7,
None,Yes,86.5301,-12,
.,.,,,
JSS/JHS 2,Yes,86.5301,2,
P4,Yes,86.5301,0,
JSS3/JHS3,No,86.5301,28,
P6,No,86.5301,24,
JSS1/JHS1,Yes,86.5301,1,
P3,Yes,86.5301,-1,
P2,Yes,86.5301,-4,
P2,Yes,86.5301,-6,
Pre school,Yes,86.5301,-11,
.,.,,,
.,.,86.5301,,
P1,Yes,86.5301,-7,
None,Yes,86.5301,-9,
None,Yes,86.5301,-11,
.,.,,,
SSS3/SHS3,No,86.5301,27,
.,.,86.5301,,
SSS2/SHS2,Yes,86.5301,7,
JSS/JHS 2,Yes,86.5301,2,
P3,Yes,86.5301,-3,
.,.,86.5301,,
SS1/SHS1,Yes,86.5301,5,
JSS1/JHS1,Yes,86.5301,0,
None,Yes,86.5301,-10,
.,.,86.5301,,
JSS3/JHS3,Yes,86.5301,3,
P5,Yes,86.5301,-1,
P4,Yes,86.5301,-3,
P3,Yes,86.5301,-6,
P1,Yes,86.5301,-8,
None,Yes,86.5301,-10,
.,.,,,
P6,No,86.5301,40,
.,.,86.5301,,
JSS3/JHS3,No,86.5301,7,
SSS3/SHS3,No,86.5301,1,
JSS3/JHS3,No,86.5301,3,
.,.,86.5301,,
P4,Yes,86.5301,-1,
P2,Yes,86.5301,-3,
P1,Yes,86.5301,-6,
None,Yes,86.5301,-10,
None,Yes,86.5301,-10,
.,.,,,
.,.,86.5301,,
P5,Yes,86.5301,-5,
P2,Yes,86.5301,-7,
Pre school,Yes,86.5301,-9,
None,Yes,86.5301,-11,
.,.,,,
P2,No,86.5301,10,
None,Yes,86.5301,-12,
.,.,,,
.,.,86.5301,,
.,.,86.5301,,
tech training,No,86.5301,4,8.594154
SSS3/SHS3,No,86.5301,1,7.495542
JSS1/JHS1,Yes,86.5301,2,
.,.,86.5301,,
.,.,86.5301,,
Pre school,Yes,86.5301,-9,
None,Yes,86.5301,-12,
.,.,,,
.,.,86.5301,,
P2,No,86.5301,6,
P6,Yes,86.5301,3,
.,.,86.5301,,
.,.,86.5301,,
.,.,86.5301,,
tech training,Yes,86.5301,3,
.,.,86.5301,,
.,.,86.5301,,
JSS1/JHS1,Yes,86.5301,0,
P5,Yes,86.5301,-3,
P3,Yes,86.5301,-5,
Pre school,Yes,86.5301,-7,
None,Yes,86.5301,-11,
.,.,86.5301,,
None,Yes,86.5301,-10,
None,Yes,86.5301,-12,
.,.,,,
.,.,86.5301,,
.,.,86.5301,,
JSS1/JHS1,Yes,86.5301,2,
P5,Yes,86.5301,-1,
P3,Yes,86.5301,-5,
None,Yes,86.5301,-9,
.,.,86.5301,,
SSS3/SHS3,No,86.5301,4,
JSS3/JHS3,No,86.5301,5,
SSS2/SHS2,Yes,86.5301,3,
.,.,86.5301,,
P5,Yes,86.5301,-1,
P6,Yes,86.5301,-3,
.,.,86.5301,,
SSS3/SHS3,No,86.5301,0,6.866933
P6,Yes,86.5301,2,
.,.,86.5301,,
P5,Yes,86.5301,-2,
.,.,86.5301,,
P6,Yes,86.5301,4,
P5,Yes,86.5301,1,
P3,Yes,86.5301,-1,
P1,Yes,86.5301,-5,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
P2,Yes,237.273,-5,
.,.,237.273,,
.,.,,,
.,.,237.273,,7.863267
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
P2,Yes,237.273,-5,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,6.946976
.,.,237.273,,
.,.,,,
None,Yes,237.273,-10,
.,.,,,
None,Yes,237.273,-6,
None,Yes,237.273,-10,
.,.,,,
.,.,237.273,,
.,.,237.273,,
.,.,,,
P4,No,237.273,5,
.,.,,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
.,.,,,
.,.,,,
.,.,237.273,,
.,.,237.273,,6.659294
.,.,237.273,,
.,.,,,
.,.,,,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
P4,No,237.273,36,
.,.,237.273,,7.064759
.,.,237.273,,
.,.,237.273,,
.,.,,,
.,.,237.273,,
.,.,237.273,,
P4,No,237.273,10,
.,.,237.273,,6.948897
.,.,237.273,,6.948897
.,.,237.273,,6.948897
.,.,237.273,,
.,.,273.154,,
.,.,273.154,,7.17012
P1,Yes,273.154,-7,
None,Yes,273.154,-11,
P3,No,273.154,39,
.,.,273.154,,
JSS1/JHS1,Yes,273.154,-2,
P3,Yes,273.154,-5,
Pre school,Yes,273.154,-9,
.,.,273.154,,
.,.,273.154,,
P5,Yes,273.154,-2,
P5,No,273.154,26,
.,.,273.154,,6.39693
P6,Yes,273.154,-3,
.,.,273.154,,
.,.,,,
JSS1/JHS1,Yes,273.154,-1,
.,.,,,
.,.,273.154,,
.,.,273.154,,7.863113
P1,Yes,273.154,-2,
P1,Yes,273.154,-8,
None,Yes,273.154,-12,
None,Yes,273.154,-12,
.,.,,,
.,.,273.154,,
.,.,273.154,,9.139649
P6,Yes,273.154,7,
P4,Yes,273.154,-5,
P6,No,273.154,11,
JSS1/JHS1,No,273.154,3,
.,.,,,
.,.,273.154,,
.,.,273.154,,7.352441
None,Yes,273.154,-11,
.,.,,,
.,.,273.154,,
P2,No,273.154,23,6.661215
P2,Yes,273.154,-7,
.,.,273.154,,6.866933
SSS3/SHS3,Yes,273.154,7,7.783224
JSS1/JHS1,No,273.154,8,
.,.,,,
.,.,273.154,,
P4,No,273.154,16,7.17012
.,.,273.154,,
.,.,273.154,,
.,.,273.154,,
Pre school,Yes,273.154,-7,
Pre school,Yes,273.154,-9,
None,Yes,273.154,-12,
.,.,,,
.,.,273.154,,
P3,No,273.154,15,
Pre school,Yes,273.154,-8,
None,Yes,273.154,-10,
None,Yes,273.154,-12,
.,.,273.154,,
.,.,273.154,,
.,.,,,
.,.,,,
.,.,,,
.,.,,,
.,.,,,
SSS3/SHS3,No,273.154,14,
.,.,273.154,,
.,.,273.154,,
.,.,273.154,,
.,.,,,
.,.,273.154,,
P3,Yes,273.154,3,
P2,Yes,273.154,-2,
P5,Yes,273.154,6,
SSS3/SHS3,No,273.154,16,4.60517
.,.,,,
.,.,,,
.,.,273.154,,
.,.,273.154,,8.517993
P5,No,273.154,10,8.038932
JSS1/JHS1,Yes,273.154,2,
P4,Yes,273.154,-1,
P1,Yes,273.154,-5,
Pre school,Yes,273.154,-8,
.,.,,,
.,.,273.154,,
SSS2/SHS2,Yes,273.154,6,
JSS1/JHS1,Yes,273.154,2,
P6,No,273.154,2,
.,.,273.154,,
.,.,273.154,,
.,.,,,
.,.,273.154,,
.,.,273.154,,
.,.,395.785,,8.517993
JSS1/JHS1,No,395.785,11,
P1,Yes,395.785,-9,
SSS3/SHS3,No,395.785,13,
P2,Yes,395.785,-7,
None,Yes,395.785,-10,
.,.,,,
.,.,395.785,,
P5,No,395.785,20,7.506592
.,.,395.785,,
.,.,395.785,,
JSS/JHS 2,Yes,395.785,7,6.15039
P6,No,395.785,25,7.832014
P6,Yes,395.785,1,
P6,Yes,395.785,-2,
.,.,,,
P2,No,395.785,42,
.,.,395.785,,6.661215
P2,Yes,395.785,-2,
P2,Yes,395.785,-5,
P1,Yes,395.785,-8,
None,Yes,395.785,-11,
.,.,,,
.,.,395.785,,
.,.,395.785,,6.802395
.,.,395.785,,
P6,Yes,395.785,3,
.,.,395.785,,6.579251
JSS1/JHS1,Yes,395.785,3,
P6,Yes,395.785,-1,
P2,Yes,395.785,-8,
None,Yes,395.785,-12,
P6,Yes,395.785,-1,
.,.,395.785,,
P1,Yes,395.785,-7,
.,.,395.785,,8.716044
.,.,395.785,,8.251664
P3,Yes,395.785,-5,
P1,Yes,395.785,-9,
.,.,395.785,,
.,.,,,
.,.,395.785,,8.268732
P5,Yes,395.785,0,
P2,Yes,395.785,-5,
JSS/JHS 2,Yes,395.785,2,
SHS4,Yes,395.785,,7.354362
SSS3/SHS3,Yes,395.785,1,
SS1/SHS1,Yes,395.785,3,
.,.,395.785,,
JSS3/JHS3,No,395.785,21,9.287301
.,.,395.785,,6.948897
P3,Yes,395.785,-6,
None,Yes,395.785,-11,
P5,Yes,395.785,-5,
.,.,395.785,,
.,.,,,
.,.,,,
SSS3/SHS3,Yes,395.785,-1,6.659294
SSS3/SHS3,No,617.55,22,9.346836
P6,No,617.55,20,8.517993
Pre school,Yes,617.55,-9,
None,Yes,617.55,-12,
Polytechnic,Yes,617.55,-1,
SS1/SHS1,Yes,617.55,3,
.,.,617.55,,
.,.,617.55,,
P5,Yes,617.55,-3,
.,.,617.55,,
.,.,617.55,,
.,.,617.55,,
.,.,617.55,,
.,.,617.55,,
JSS3/JHS3,No,617.55,25,7.506592
.,.,617.55,,
.,.,,,
JSS3/JHS3,No,617.55,15,
SSS3/SHS3,No,617.55,6,
P4,No,617.55,29,9.346836
.,.,617.55,,
P4,Yes,617.55,-5,
None,Yes,617.55,-11,
.,.,,,
SSS3/SHS3,No,617.55,3,
.,.,617.55,,
.,.,617.55,,8.51979
P5,Yes,617.55,1,
P5,Yes,617.55,-2,
P1,Yes,617.55,-6,
.,.,617.55,,5.562603
.,.,617.55,,
.,.,617.55,,9.520194
P2,Yes,617.55,-6,
None,Yes,617.55,-10,
SSS3/SHS3,No,617.55,21,
tech training,No,617.55,6,9.043922
P1,No,617.55,27,7.17012
.,.,617.55,,10.66074
P4,Yes,617.55,-3,
P1,Yes,617.55,-5,
None,Yes,617.55,-10,
.,.,,,
P2,Yes,617.55,-3,
P1,No,617.55,54,
.,.,617.55,,9.518376
.,.,617.55,,8.716044
.,.,617.55,,8.251664
.,.,617.55,,
.,.,,,
P4,Yes,617.55,-4,7.863113
SSS3/SHS3,No,617.55,4,
.,.,237.273,,8.556414
P6,No,237.273,6,
P6,Yes,237.273,2,8.038932
JSS1/JHS1,Yes,237.273,-6,
P2,Yes,237.273,-9,
.,.,237.273,,7.865188
None,Yes,237.273,-11,
None,Yes,237.273,-11,
.,.,237.273,,7.090077
.,.,237.273,,7.863113
P3,Yes,237.273,-6,
P1,Yes,237.273,-11,
.,.,,,
.,.,237.273,,7.172041
.,.,237.273,,8.961879
SS1/SHS1,Yes,237.273,5,
SSS3/SHS3,Yes,237.273,-2,
.,.,237.273,,
.,.,237.273,,7.642045
P6,Yes,237.273,-1,
Pre school,Yes,237.273,-10,
.,.,237.273,,
SSS3/SHS3,Yes,237.273,8,
.,.,237.273,,9.18644
.,.,237.273,,6.948897
.,.,237.273,,8.251664
P4,Yes,237.273,-6,
None,Yes,237.273,-9,
None,Yes,237.273,-12,
.,.,237.273,,7.640123
P5,Yes,237.273,-4,
.,.,237.273,,
.,.,237.273,,9.664754
SSS3/SHS3,Yes,237.273,-1,
P4,Yes,237.273,-4,
P1,Yes,237.273,-8,
.,.,237.273,,
SS1/SHS1,Yes,237.273,6,
P2,Yes,237.273,-8,
Pre school,Yes,237.273,-11,
.,.,237.273,,
.,.,237.273,,
.,.,237.273,,
JSS/JHS 2,Yes,237.273,6,7.864938
P3,Yes,237.273,-2,
.,.,237.273,,8.335192
.,.,237.273,,7.863113
None,Yes,237.273,-8,
None,Yes,237.273,-12,
.,.,237.273,,
.,.,237.273,,6.253829
P2,Yes,237.273,-5,
.,.,237.273,,
P6,No,237.273,42,
.,.,237.273,,
P1,Yes,237.273,-5,
.,.,237.273,,6.659294
SSS2/SHS2,Yes,237.273,6,
P5,Yes,237.273,-3,
.,.,,,
.,.,237.273,,
P5,Yes,237.273,2,
P5,Yes,237.273,-2,
None,Yes,237.273,-6,
Polytechnic,No,237.273,25,
SSS2/SHS2,No,237.273,22,6.659294
SS1/SHS1,Yes,237.273,3,
.,.,237.273,,
.,.,,,
SSS3/SHS3,No,237.273,7,
SSS2/SHS2,Yes,237.273,2,
SSS3/SHS3,Yes,237.273,3,
SSS3/SHS3,Yes,237.273,2,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
JSS3/JHS3,No,43.0235,14,
.,.,43.0235,,
P2,Yes,43.0235,-9,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
P2,Yes,43.0235,-5,
None,Yes,43.0235,-12,
University,No,43.0235,36,
.,.,43.0235,,
.,.,43.0235,,
P1,Yes,43.0235,-11,
P1,Yes,43.0235,-11,
.,.,,,
.,.,43.0235,,
P2,Yes,43.0235,-9,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
JSS3/JHS3,Yes,43.0235,7,
P6,No,43.0235,25,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
P1,Yes,43.0235,-6,
P1,Yes,43.0235,-8,
.,.,,,
M1,No,43.0235,55,
.,.,43.0235,,
.,.,,,
.,.,,,
.,.,43.0235,,7.953881
.,.,,,
P6,No,43.0235,20,
.,.,43.0235,,
.,.,,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,43.0235,,
.,.,750.601,,6.25575
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
P2,No,750.601,19,
.,.,750.601,,
P1,Yes,750.601,-7,
.,.,,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
P2,Yes,750.601,-5,
P3,Yes,750.601,-2,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
P1,No,750.601,7,
.,.,750.601,,
.,.,,,
.,.,,,
.,.,750.601,,
P6,No,750.601,44,
P4,No,750.601,10,
.,.,750.601,,6.948897
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,5.562603
.,.,,,
None,Yes,750.601,-9,
.,.,750.601,,
.,.,750.601,,
P5,Yes,750.601,-1,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
P5,Yes,750.601,3,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
P1,Yes,750.601,-7,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
P6,Yes,750.601,1,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,750.601,,
.,.,,,
University,No,338.42,22,9.035987
SSS3/SHS3,No,338.42,16,8.879733
SSS3/SHS3,No,338.42,5,
JSS3/JHS3,No,338.42,0,
JSS1/JHS1,Yes,338.42,-2,
P4,Yes,338.42,-5,
.,.,338.42,,
.,.,338.42,,7.090077
SSS3/SHS3,No,338.42,1,
JSS3/JHS3,Yes,338.42,3,
JSS/JHS 2,Yes,338.42,1,
.,.,338.42,,
P5,Yes,338.42,-4,
P3,No,338.42,20,7.677864
.,.,338.42,,2.484907
P4,Yes,338.42,-5,
P1,Yes,338.42,-8,
JSS3/JHS3,No,338.42,18,7.999544
JSS3/JHS3,No,338.42,10,
.,.,338.42,,7.090077
.,.,338.42,,7.832014
.,.,338.42,,
P3,Yes,338.42,1,
P2,Yes,338.42,-2,
P2,Yes,338.42,-5,
.,.,338.42,,
M4,No,338.42,32,7.783224
JSS3/JHS3,No,338.42,20,7.495542
SSS3/SHS3,No,338.42,0,
JSS/JHS 2,No,338.42,1,
P4,Yes,338.42,-2,
P2,Yes,338.42,-5,
None,Yes,338.42,-9,
None,Yes,338.42,-11,
.,.,,,
tech training,Yes,338.42,5,8.881836
JSS3/JHS3,No,338.42,20,
JSS3/JHS3,No,338.42,11,
Pre school,Yes,338.42,-9,
None,Yes,338.42,-11,
SSS3/SHS3,No,338.42,21,8.881836
SSS3/SHS3,No,338.42,17,7.677864
SS1/SHS1,Yes,338.42,4,
JSS1/JHS1,Yes,338.42,-1,
None,Yes,338.42,-11,
M4,No,338.42,60,
M4,No,338.42,48,
.,.,338.42,,
.,.,338.42,,
.,.,338.42,,
.,.,338.42,,6.984716
.,.,338.42,,6.733402
P2,Yes,338.42,-9,
M4,No,338.42,53,
.,.,338.42,,7.508513
SHS4,No,338.42,,
P5,Yes,338.42,1,
P4,Yes,338.42,-3,
Pre school,Yes,338.42,-9,
.,.,338.42,,
.,.,338.42,,
JSS/JHS 2,Yes,338.42,5,
JSS/JHS 2,Yes,338.42,3,
P6,Yes,338.42,-2,
P3,Yes,338.42,-4,
P2,Yes,338.42,-7,
None,Yes,338.42,-10,
.,.,,,
tech training,No,338.42,10,
SSS3/SHS3,No,338.42,6,
.,.,656.617,,6.25575
.,.,656.617,,6.661215
Pre school,Yes,656.617,-6,
.,.,656.617,,
.,.,,,
.,.,656.617,,7.863113
P4,Yes,656.617,-1,
Pre school,Yes,656.617,-8,
P4,No,656.617,18,8.87801
JSS3/JHS3,No,656.617,10,6.173786
Pre school,Yes,656.617,-9,
.,.,,,
P4,No,656.617,48,
.,.,656.617,,6.948897
P1,Yes,656.617,-7,
Pre school,Yes,656.617,-12,
JSS/JHS 2,Yes,656.617,7,
P6,Yes,656.617,4,
P6,Yes,656.617,1,
P6,No,656.617,19,6.25575
.,.,656.617,,
P2,Yes,656.617,-5,
JSS1/JHS1,No,656.617,16,7.864938
.,.,656.617,,6.25575
Pre school,Yes,656.617,-8,
.,.,,,
.,.,656.617,,
.,.,656.617,,6.253829
JSS3/JHS3,No,656.617,9,6.25575
JSS1/JHS1,Yes,656.617,2,
.,.,656.617,,6.866933
.,.,656.617,,
Pre school,Yes,656.617,-10,
.,.,,,
.,.,656.617,,
JSS1/JHS1,Yes,656.617,-1,
.,.,656.617,,
.,.,656.617,,
P4,Yes,656.617,-3,
Pre school,Yes,656.617,-6,
Pre school,Yes,656.617,-11,
.,.,,,
JSS1/JHS1,No,656.617,19,8.367567
.,.,656.617,,8.51979
P3,Yes,656.617,-6,
Pre school,Yes,656.617,-9,
.,.,,,
P6,No,656.617,54,8.51979
JSS1/JHS1,No,656.617,24,8.251664
P6,No,656.617,8,
Pre school,Yes,656.617,-9,
.,.,,,
.,.,656.617,,
.,.,656.617,,5.480639
.,.,656.617,,
None,Yes,656.617,-11,
.,.,,,
.,.,241.674,,7.642045
Pre school,Yes,241.674,-5,
.,.,241.674,,7.090077
.,.,241.674,,
Polytechnic,No,241.674,14,6.684612
JSS3/JHS3,No,241.674,12,
.,.,241.674,,
P6,No,241.674,17,5.991465
.,.,241.674,,5.562603
.,.,241.674,,5.562603
SSS2/SHS2,Yes,241.674,7,
JSS3/JHS3,No,241.674,3,6.579251
.,.,241.674,,7.642045
SSS3/SHS3,No,241.674,4,
SSS3/SHS3,No,241.674,-2,
University,No,241.674,42,
JSS3/JHS3,No,241.674,21,7.354362
JSS1/JHS1,Yes,241.674,1,
P3,Yes,241.674,-4,
None,Yes,241.674,-12,
.,.,,,
.,.,241.674,,5.298317
.,.,241.674,,7.642045
JSS3/JHS3,No,241.674,11,
P3,No,241.674,5,
P3,Yes,241.674,-2,
.,.,241.674,,8.87801
.,.,241.674,,7.863267
JSS/JHS 2,No,241.674,10,
JSS/JHS 2,Yes,241.674,6,
P6,Yes,241.674,2,
None,Yes,241.674,-11,
University,No,241.674,6,9.169518
P6,No,241.674,21,9.392662
P2,Yes,241.674,-5,
.,.,,,
SSS3/SHS3,Yes,241.674,9,
.,.,241.674,,7.090077
SSS2/SHS2,No,241.674,17,7.354362
.,.,,,
