household,weights,age,numper,education,laborincome,substrans,poverty,urban,order,Region
11011001011,7,44,4,16,1112357,0,0,1,1,1
11011001011,7,39,4,12,1112357,0,0,1,2,1
11011001011,7,6,4,,1112357,0,0,1,3,1
11011001011,7,6,4,,1112357,0,0,1,3,1
11011001031,7,45,3,10,379155,0,0,1,1,1
11011001031,7,20,3,9,379155,0,0,1,4,1
11011001031,7,26,3,10,379155,0,0,1,4,1
11011001041,7,65,3,12,769300,172249,0,1,1,1
11011001041,7,30,3,12,769300,172249,0,1,4,1
11011001041,7,33,3,12,769300,172249,0,1,4,1
11011001061,7,81,2,10,300000,70350,0,1,1,1
11011001061,7,77,2,10,300000,70350,0,1,2,1
11011001071,7,60,6,12,1380889,7170,0,1,1,1
11011001071,7,58,6,12,1380889,7170,0,1,2,1
11011001071,7,23,6,16,1380889,7170,0,1,3,1
11011001071,7,7,6,,1380889,7170,0,1,9,1
11011001071,7,32,6,15,1380889,7170,0,1,13,1
11011001071,7,11,6,,1380889,7170,0,1,13,1
11011001081,7,58,2,17,848807,0,0,1,1,1
11011001081,7,45,2,12,848807,0,0,1,2,1
11011001091,7,55,1,8,287140,0,0,1,1,1
11011001101,7,26,2,17,820400,0,0,1,1,1
11011001101,7,36,2,12,820400,0,0,1,2,1
11011001111,7,56,2,10,266630,0,0,1,1,1
11011001111,7,54,2,11,266630,0,0,1,2,1
11011001141,7,39,6,17,2073813,0,0,1,1,1
11011001141,7,13,6,,2073813,0,0,1,4,1
11011001141,7,39,6,17,2073813,0,0,1,2,1
11011001141,7,20,6,14,2073813,0,0,1,13,1
11011001141,7,50,6,19,2073813,0,0,1,13,1
11011001141,7,20,6,15,2073813,0,0,1,4,1
11011002021,25,43,6,17,2301060,234500,0,1,1,1
11011002021,25,42,6,16,2301060,234500,0,1,2,1
11011002021,25,15,6,9,2301060,234500,0,1,3,1
11011002021,25,12,6,,2301060,234500,0,1,3,1
11011002021,25,9,6,,2301060,234500,0,1,3,1
11011002021,25,41,6,12,2301060,234500,0,1,13,1
11011002061,25,21,1,11,175840,0,0,1,1,1
11011003041,19,52,3,12,1178437,0,0,1,1,1
11011003041,19,57,3,12,1178437,0,0,1,10,1
11011003041,19,26,3,12,1178437,0,0,1,12,1
11011003061,19,84,5,5,647488,70350,0,1,1,1
11011003061,19,82,5,5,647488,70350,0,1,2,1
11011003061,19,56,5,10,647488,70350,0,1,3,1
11011003061,19,38,5,17,647488,70350,0,1,3,1
11011003061,19,52,5,5,647488,70350,0,1,3,1
11011004021,12,51,1,5,89000,18760,0,1,1,1
11011004031,12,25,2,12,65000,0,1,1,1,1
11011004031,12,0,2,,65000,0,1,1,4,1
11011004041,12,34,3,15,1337681,0,0,1,1,1
11011004041,12,32,3,12,1337681,0,0,1,2,1
11011004041,12,13,3,,1337681,0,0,1,3,1
11011004081,12,56,2,14,730202,0,0,1,1,1
11011004081,12,28,2,9,730202,0,0,1,2,1
11011005021,13,33,2,12,499130,0,0,1,1,1
11011005021,13,40,2,8,499130,0,0,1,2,1
11011005031,13,25,2,12,676246,0,0,1,1,1
11011005031,13,21,2,12,676246,0,0,1,2,1
11011005041,13,57,7,6,3216700,558757,0,1,1,1
11011005041,13,63,7,6,3216700,558757,0,1,2,1
11011005041,13,23,7,14,3216700,558757,0,1,3,1
11011005041,13,30,7,16,3216700,558757,0,1,12,1
11011005041,13,28,7,15,3216700,558757,0,1,12,1
11011005041,13,4,7,,3216700,558757,0,1,12,1
11011005041,13,1,7,,3216700,558757,0,1,12,1
11011005111,13,28,3,17,2530416,0,0,1,1,1
11011005111,13,24,3,12,2530416,0,0,1,2,1
11011005111,13,0,3,,2530416,0,0,1,3,1
11011005121,13,80,2,12,112000,39821,0,1,1,1
11011005121,13,21,2,15,112000,39821,0,1,9,1
11011005151,13,30,2,18,1658438,0,0,1,1,1
11011005151,13,27,2,12,1658438,0,0,1,2,1
11011005181,13,39,4,14,1049203,0,0,1,1,1
11011005181,13,39,4,17,1049203,0,0,1,2,1
11011005181,13,6,4,,1049203,0,0,1,3,1
11011005181,13,7,4,,1049203,0,0,1,3,1
11011005201,13,71,2,8,720000,0,0,1,1,1
11011005201,13,71,2,12,720000,0,0,1,2,1
11011005251,13,38,5,12,1086199,219149,0,1,1,1
11011005251,13,36,5,12,1086199,219149,0,1,2,1
11011005251,13,11,5,,1086199,219149,0,1,3,1
11011005251,13,2,5,,1086199,219149,0,1,3,1
11011005251,13,58,5,6,1086199,219149,0,1,7,1
11011005261,13,39,2,16,1893529,128810,0,1,1,1
11011005261,13,31,2,15,1893529,128810,0,1,2,1
11011005281,13,35,4,15,1496062,164150,0,1,1,1
11011005281,13,31,4,18,1496062,164150,0,1,2,1
11011005281,13,9,4,,1496062,164150,0,1,3,1
11011005281,13,1,4,,1496062,164150,0,1,3,1
11011006021,32,35,4,12,587248,7170,0,1,1,1
11011006021,32,36,4,12,587248,7170,0,1,2,1
11011006021,32,14,4,,587248,7170,0,1,3,1
11011006021,32,1,4,,587248,7170,0,1,3,1
11011006031,32,57,8,8,395640,56280,1,1,1,1
11011006031,32,59,8,9,395640,56280,1,1,2,1
11011006031,32,20,8,13,395640,56280,1,1,3,1
11011006031,32,24,8,12,395640,56280,1,1,3,1
11011006031,32,26,8,12,395640,56280,1,1,8,1
11011006031,32,7,8,,395640,56280,1,1,9,1
11011006031,32,4,8,,395640,56280,1,1,9,1
11011006031,32,1,8,,395640,56280,1,1,9,1
11011006041,32,73,7,0,906582,127829,0,1,1,1
11011006041,32,45,7,4,906582,127829,0,1,4,1
11011006041,32,34,7,11,906582,127829,0,1,4,1
11011006041,32,34,7,8,906582,127829,0,1,8,1
11011006041,32,15,7,10,906582,127829,0,1,9,1
11011006041,32,6,7,,906582,127829,0,1,9,1
11011006041,32,1,7,,906582,127829,0,1,9,1
11011006051,32,71,1,6,90000,134659,0,1,1,1
11011007051,41,54,4,10,922950,51900,0,1,1,1
11011007051,41,33,4,12,922950,51900,0,1,4,1
11011007051,41,14,4,,922950,51900,0,1,9,1
11011007051,41,11,4,,922950,51900,0,1,9,1
11011007061,41,50,7,6,1319731,91219,0,1,1,1
11011007061,41,30,7,10,1319731,91219,0,1,4,1
11011007061,41,12,7,,1319731,91219,0,1,4,1
11011007061,41,10,7,,1319731,91219,0,1,4,1
11011007061,41,1,7,,1319731,91219,0,1,4,1
11011007061,41,7,7,,1319731,91219,0,1,4,1
11011007061,41,24,7,12,1319731,91219,0,1,8,1
11011008051,28,37,4,10,258143,83140,0,1,1,1
11011008051,28,71,4,6,258143,83140,0,1,6,1
11011008051,28,18,4,12,258143,83140,0,1,4,1
11011008051,28,11,4,,258143,83140,0,1,4,1
11011009011,33,58,5,8,123060,37520,1,1,1,1
11011009011,33,18,5,10,123060,37520,1,1,4,1
11011009011,33,24,5,12,123060,37520,1,1,4,1
11011009011,33,8,5,,123060,37520,1,1,9,1
11011009011,33,0,5,,123060,37520,1,1,9,1
11011009021,33,57,7,8,922950,169668,0,1,1,1
11011009021,33,31,7,10,922950,169668,0,1,4,1
11011009021,33,32,7,5,922950,169668,0,1,4,1
11011009021,33,13,7,,922950,169668,0,1,9,1
11011009021,33,7,7,,922950,169668,0,1,9,1
11011009021,33,6,7,,922950,169668,0,1,9,1
11011009021,33,0,7,,922950,169668,0,1,9,1
11011009031,33,51,11,12,769258,107300,0,1,1,1
11011009031,33,7,11,,769258,107300,0,1,9,1
11011009031,33,1,11,,769258,107300,0,1,9,1
11011009031,33,27,11,12,769258,107300,0,1,3,1
11011009031,33,11,11,,769258,107300,0,1,9,1
11011009031,33,5,11,,769258,107300,0,1,9,1
11011009031,33,32,11,12,769258,107300,0,1,3,1
11011009031,33,51,11,12,769258,107300,0,1,2,1
11011009031,33,29,11,10,769258,107300,0,1,3,1
11011009031,33,33,11,10,769258,107300,0,1,8,1
11011009031,33,14,11,,769258,107300,0,1,3,1
11011009041,33,64,6,6,203049,133349,1,1,1,1
11011009041,33,39,6,12,203049,133349,1,1,4,1
11011009041,33,38,6,12,203049,133349,1,1,8,1
11011009041,33,39,6,6,203049,133349,1,1,8,1
11011009041,33,24,6,10,203049,133349,1,1,4,1
11011009041,33,12,6,,203049,133349,1,1,9,1
11011010041,39,30,4,7,75000,73799,1,1,1,1
11011010041,39,9,4,,75000,73799,1,1,4,1
11011010041,39,7,4,,75000,73799,1,1,4,1
11011010041,39,4,4,,75000,73799,1,1,4,1
11011010042,39,53,2,6,859468,7000,0,1,1,1
11011010042,39,55,2,6,859468,7000,0,1,2,1
11011011021,16,40,6,6,1559084,46900,0,1,1,1
11011011021,16,26,6,5,1559084,46900,0,1,4,1
11011011021,16,24,6,9,1559084,46900,0,1,4,1
11011011021,16,23,6,12,1559084,46900,0,1,4,1
11011011021,16,22,6,10,1559084,46900,0,1,4,1
11011011021,16,28,6,8,1559084,46900,0,1,4,1
11011011091,16,85,1,0,0,134038,0,1,1,1
11011011101,16,19,4,9,290850,7170,0,1,1,1
11011011101,16,26,4,12,290850,7170,0,1,2,1
11011011101,16,1,4,,290850,7170,0,1,3,1
11011011101,16,13,4,,290850,7170,0,1,10,1
11011011131,16,73,6,3,586800,88209,0,1,1,1
11011011131,16,46,6,9,586800,88209,0,1,4,1
11011011131,16,12,6,,586800,88209,0,1,9,1
11011011131,16,18,6,12,586800,88209,0,1,9,1
11011011131,16,10,6,,586800,88209,0,1,9,1
11011011131,16,41,6,12,586800,88209,0,1,4,1
11011011141,16,25,2,12,252273,5000,0,1,1,1
11011011141,16,8,2,,252273,5000,0,1,4,1
11011011151,16,58,2,8,493780,46900,0,1,1,1
11011011151,16,64,2,12,493780,46900,0,1,2,1
11011011152,16,41,4,12,133315,0,1,1,1,1
11011011152,16,14,4,,133315,0,1,1,4,1
11011011152,16,11,4,,133315,0,1,1,4,1
11011011152,16,21,4,16,133315,0,1,1,4,1
11011012061,24,41,5,14,423115,70350,0,1,1,1
11011012061,24,41,5,15,423115,70350,0,1,2,1
11011012061,24,67,5,12,423115,70350,0,1,6,1
11011012061,24,10,5,,423115,70350,0,1,3,1
11011012061,24,17,5,10,423115,70350,0,1,3,1
11011012062,24,38,4,14,697645,70350,0,1,1,1
11011012062,24,38,4,13,697645,70350,0,1,2,1
11011012062,24,15,4,8,697645,70350,0,1,3,1
11011012062,24,9,4,,697645,70350,0,1,3,1
11011013021,26,51,7,12,538288,6400,0,1,1,1
11011013021,26,53,7,13,538288,6400,0,1,2,1
11011013021,26,21,7,13,538288,6400,0,1,3,1
11011013021,26,16,7,10,538288,6400,0,1,12,1
11011013021,26,11,7,,538288,6400,0,1,12,1
11011013021,26,7,7,,538288,6400,0,1,12,1
11011013021,26,40,7,4,538288,6400,0,1,12,1
11011013022,26,73,1,4,0,137038,0,1,1,1
11011013031,26,47,5,11,401135,21510,0,1,1,1
11011013031,26,46,5,8,401135,21510,0,1,2,1
11011013031,26,25,5,12,401135,21510,0,1,3,1
11011013031,26,16,5,10,401135,21510,0,1,3,1
11011013031,26,8,5,,401135,21510,0,1,3,1
11011013041,26,51,1,15,1058290,37520,0,1,1,1
11011013051,26,66,2,6,230000,52900,0,1,1,1
11011013051,26,68,2,7,230000,52900,0,1,2,1
11011013061,26,55,4,2,287140,22340,0,1,1,1
11011013061,26,60,4,12,287140,22340,0,1,2,1
11011013061,26,20,4,12,287140,22340,0,1,3,1
11011013061,26,5,4,,287140,22340,0,1,9,1
11011013071,26,36,3,12,197820,7170,1,1,1,1
11011013071,26,47,3,12,197820,7170,1,1,2,1
11011013071,26,15,3,9,197820,7170,1,1,3,1
11011015011,63,28,4,12,683578,89838,0,1,1,1
11011015011,63,28,4,10,683578,89838,0,1,2,1
11011015011,63,5,4,,683578,89838,0,1,3,1
11011015011,63,2,4,,683578,89838,0,1,3,1
11011015021,63,78,3,4,752915,65280,0,1,1,1
11011015021,63,50,3,12,752915,65280,0,1,4,1
11011015021,63,52,3,12,752915,65280,0,1,4,1
11011015031,63,32,4,12,486307,15162,0,1,1,1
11011015031,63,31,4,12,486307,15162,0,1,2,1
11011015031,63,8,4,,486307,15162,0,1,3,1
11011015031,63,5,4,,486307,15162,0,1,3,1
11011017011,13,82,1,7,145000,4000,0,1,1,1
11011017021,13,67,2,6,636391,84638,0,1,1,1
11011017021,13,52,2,8,636391,84638,0,1,2,1
11011017051,13,41,3,15,1071345,14340,0,1,1,1
11011017051,13,31,3,15,1071345,14340,0,1,2,1
11011017051,13,4,3,,1071345,14340,0,1,5,1
11011017061,13,47,5,17,758310,95400,0,1,1,1
11011017061,13,9,5,,758310,95400,0,1,4,1
11011017061,13,28,5,12,758310,95400,0,1,8,1
11011017061,13,25,5,14,758310,95400,0,1,4,1
11011017061,13,8,5,,758310,95400,0,1,9,1
11011017071,13,71,5,6,1434686,83600,0,1,1,1
11011017071,13,75,5,6,1434686,83600,0,1,2,1
11011017071,13,64,5,12,1434686,83600,0,1,10,1
11011017071,13,45,5,12,1434686,83600,0,1,3,1
11011017071,13,44,5,12,1434686,83600,0,1,3,1
11011017081,13,75,7,6,1352430,176152,0,1,1,1
11011017081,13,70,7,6,1352430,176152,0,1,2,1
11011017081,13,55,7,12,1352430,176152,0,1,3,1
11011017081,13,56,7,11,1352430,176152,0,1,3,1
11011017081,13,54,7,11,1352430,176152,0,1,8,1
11011017081,13,18,7,13,1352430,176152,0,1,9,1
11011017081,13,65,7,4,1352430,176152,0,1,11,1
11011017101,13,54,4,12,820400,260510,0,1,1,1
11011017101,13,41,4,13,820400,260510,0,1,2,1
11011017101,13,10,4,,820400,260510,0,1,3,1
11011017101,13,7,4,,820400,260510,0,1,3,1
11011019011,10,48,8,12,1863749,0,0,1,1,1
11011019011,10,48,8,12,1863749,0,0,1,2,1
11011019011,10,9,8,,1863749,0,0,1,3,1
11011019011,10,27,8,14,1863749,0,0,1,3,1
11011019011,10,25,8,13,1863749,0,0,1,3,1
11011019011,10,27,8,12,1863749,0,0,1,12,1
11011019011,10,2,8,,1863749,0,0,1,9,1
11011019011,10,0,8,,1863749,0,0,1,9,1
11011019031,10,29,5,16,1325760,0,0,1,1,1
11011019031,10,50,5,12,1325760,0,0,1,6,1
11011019031,10,30,5,16,1325760,0,0,1,10,1
11011019031,10,6,5,,1325760,0,0,1,4,1
11011019031,10,24,5,12,1325760,0,0,1,10,1
11011019081,10,68,2,4,218255,184124,0,1,1,1
11011019081,10,39,2,0,218255,184124,0,1,4,1
11011019101,10,37,3,12,686371,7000,0,1,1,1
11011019101,10,30,3,15,686371,7000,0,1,2,1
11011019101,10,75,3,12,686371,7000,0,1,7,1
11011019111,10,87,4,3,1209816,72534,0,1,1,1
11011019111,10,56,4,12,1209816,72534,0,1,3,1
11011019111,10,88,4,12,1209816,72534,0,1,2,1
11011019111,10,50,4,11,1209816,72534,0,1,3,1
11011020011,23,55,3,12,789635,102300,0,1,1,1
11011020011,23,36,3,12,789635,102300,0,1,4,1
11011020011,23,26,3,14,789635,102300,0,1,4,1
11011020021,23,31,7,12,410112,18400,1,1,1,1
11011020021,23,35,7,12,410112,18400,1,1,2,1
11011020021,23,15,7,8,410112,18400,1,1,12,1
11011020021,23,12,7,,410112,18400,1,1,3,1
11011020021,23,10,7,,410112,18400,1,1,3,1
11011020021,23,7,7,,410112,18400,1,1,3,1
11011020021,23,4,7,,410112,18400,1,1,3,1
11011020031,23,50,2,10,705937,0,0,1,1,1
11011020031,23,40,2,9,705937,0,0,1,2,1
11011020051,23,63,8,5,560491,133171,0,1,1,1
11011020051,23,38,8,13,560491,133171,0,1,12,1
11011020051,23,8,8,,560491,133171,0,1,12,1
11011020051,23,4,8,,560491,133171,0,1,12,1
11011020051,23,36,8,12,560491,133171,0,1,12,1
11011020051,23,13,8,,560491,133171,0,1,12,1
11011020051,23,11,8,,560491,133171,0,1,12,1
11011020051,23,3,8,,560491,133171,0,1,12,1
11011020061,23,57,3,8,220000,103001,0,1,1,1
11011020061,23,55,3,10,220000,103001,0,1,2,1
11011020061,23,82,3,5,220000,103001,0,1,7,1
11011020071,23,74,10,6,1005635,166913,0,1,1,1
11011020071,23,66,10,3,1005635,166913,0,1,10,1
11011020071,23,49,10,12,1005635,166913,0,1,4,1
11011020071,23,32,10,9,1005635,166913,0,1,9,1
11011020071,23,17,10,10,1005635,166913,0,1,12,1
11011020071,23,15,10,0,1005635,166913,0,1,12,1
11011020071,23,7,10,,1005635,166913,0,1,12,1
11011020071,23,0,10,,1005635,166913,0,1,12,1
11011020071,23,23,10,12,1005635,166913,0,1,9,1
11011020071,23,5,10,,1005635,166913,0,1,12,1
11011021011,15,42,4,13,1725742,103000,0,1,1,1
11011021011,15,40,4,13,1725742,103000,0,1,2,1
11011021011,15,19,4,12,1725742,103000,0,1,3,1
11011021011,15,68,4,16,1725742,103000,0,1,7,1
11011021021,15,60,18,13,1709550,150808,0,1,1,1
11011021021,15,60,18,5,1709550,150808,0,1,2,1
11011021021,15,39,18,10,1709550,150808,0,1,3,1
11011021021,15,18,18,11,1709550,150808,0,1,9,1
11011021021,15,13,18,,1709550,150808,0,1,9,1
11011021021,15,11,18,,1709550,150808,0,1,9,1
11011021021,15,41,18,10,1709550,150808,0,1,3,1
11011021021,15,5,18,,1709550,150808,0,1,9,1
11011021021,15,37,18,11,1709550,150808,0,1,3,1
11011021021,15,14,18,,1709550,150808,0,1,9,1
11011021021,15,31,18,10,1709550,150808,0,1,12,1
11011021021,15,13,18,,1709550,150808,0,1,12,1
11011021021,15,7,18,,1709550,150808,0,1,12,1
11011021021,15,6,18,,1709550,150808,0,1,12,1
11011021021,15,22,18,12,1709550,150808,0,1,12,1
11011021021,15,21,18,12,1709550,150808,0,1,12,1
11011021021,15,4,18,,1709550,150808,0,1,12,1
11011021021,15,78,18,4,1709550,150808,0,1,12,1
11011021031,15,55,5,2,410200,0,0,1,1,1
11011021031,15,51,5,5,410200,0,0,1,2,1
11011021031,15,16,5,5,410200,0,0,1,3,1
11011021031,15,19,5,8,410200,0,0,1,3,1
11011021031,15,16,5,5,410200,0,0,1,8,1
11011021041,15,43,2,12,444354,0,0,1,1,1
11011021041,15,9,2,,444354,0,0,1,4,1
11011021071,15,44,3,15,840528,126451,0,1,1,1
11011021071,15,25,3,14,840528,126451,0,1,4,1
11011021071,15,9,3,,840528,126451,0,1,4,1
11011021081,15,63,5,6,803708,200753,0,1,1,1
11011021081,15,50,5,12,803708,200753,0,1,2,1
11011021081,15,80,5,4,803708,200753,0,1,7,1
11011021081,15,24,5,12,803708,200753,0,1,3,1
11011021081,15,12,5,,803708,200753,0,1,9,1
11011022041,14,53,1,8,164080,0,0,1,1,1
11011022091,14,56,1,11,214305,2500,0,1,1,1
11011023011,18,27,3,16,786471,1600,0,1,1,1
11011023011,18,25,3,13,786471,1600,0,1,2,1
11011023011,18,0,3,,786471,1600,0,1,3,1
11011024011,34,82,2,6,164300,174249,0,1,1,1
11011024011,34,87,2,3,164300,174249,0,1,2,1
11011024021,34,61,5,9,1674343,122304,0,1,1,1
11011024021,34,51,5,9,1674343,122304,0,1,2,1
11011024021,34,28,5,15,1674343,122304,0,1,3,1
11011024021,34,22,5,15,1674343,122304,0,1,3,1
11011024021,34,18,5,12,1674343,122304,0,1,3,1
11011024031,34,58,6,12,891483,119078,0,1,1,1
11011024031,34,16,6,9,891483,119078,0,1,3,1
11011024031,34,32,6,12,891483,119078,0,1,3,1
11011024031,34,9,6,,891483,119078,0,1,9,1
11011024031,34,5,6,,891483,119078,0,1,9,1
11011024031,34,60,6,7,891483,119078,0,1,2,1
11011024051,34,59,4,11,200000,159304,0,1,1,1
11011024051,34,61,4,6,200000,159304,0,1,2,1
11011024051,34,29,4,12,200000,159304,0,1,3,1
11011024051,34,21,4,15,200000,159304,0,1,3,1
11011025021,80,27,5,12,1635591,0,0,1,1,1
11011025021,80,25,5,13,1635591,0,0,1,2,1
11011025021,80,6,5,,1635591,0,0,1,3,1
11011025021,80,4,5,,1635591,0,0,1,3,1
11011025021,80,1,5,,1635591,0,0,1,3,1
11011025061,80,31,3,19,3452079,159460,0,1,1,1
11011025061,80,30,3,17,3452079,159460,0,1,2,1
11011025061,80,2,3,,3452079,159460,0,1,3,1
11011025081,80,69,2,12,1016088,170700,0,1,1,1
11011025081,80,33,2,16,1016088,170700,0,1,4,1
11011025111,80,29,2,15,1524161,0,0,1,1,1
11011025111,80,27,2,18,1524161,0,0,1,2,1
11011025121,80,30,4,15,737373,4800,0,1,1,1
11011025121,80,25,4,12,737373,4800,0,1,2,1
11011025121,80,5,4,,737373,4800,0,1,3,1
11011025121,80,3,4,,737373,4800,0,1,3,1
11011025151,80,41,5,10,591628,0,0,1,1,1
11011025151,80,39,5,9,591628,0,0,1,2,1
11011025151,80,20,5,13,591628,0,0,1,5,1
11011025151,80,16,5,10,591628,0,0,1,3,1
11011025151,80,6,5,,591628,0,0,1,3,1
11011025161,80,50,1,16,961463,117250,0,1,1,1
11011025181,80,35,3,15,935039,117250,0,1,1,1
11011025181,80,32,3,12,935039,117250,0,1,2,1
11011025181,80,1,3,,935039,117250,0,1,3,1
11011025191,80,43,4,15,1420482,117250,0,1,1,1
11011025191,80,35,4,17,1420482,117250,0,1,2,1
11011025191,80,7,4,,1420482,117250,0,1,3,1
11011025191,80,4,4,,1420482,117250,0,1,3,1
11011025211,80,42,4,14,586217,122050,0,1,1,1
11011025211,80,37,4,15,586217,122050,0,1,2,1
11011025211,80,9,4,,586217,122050,0,1,3,1
11011025211,80,3,4,,586217,122050,0,1,3,1
11011025221,80,50,6,12,1862725,0,0,1,1,1
11011025221,80,48,6,12,1862725,0,0,1,2,1
11011025221,80,22,6,15,1862725,0,0,1,3,1
11011025221,80,21,6,15,1862725,0,0,1,3,1
11011025221,80,18,6,12,1862725,0,0,1,3,1
11011025221,80,16,6,10,1862725,0,0,1,3,1
11011025241,80,57,3,12,1558199,0,0,1,1,1
11011025241,80,50,3,12,1558199,0,0,1,2,1
11011025241,80,22,3,12,1558199,0,0,1,4,1
11011025251,80,29,4,15,2366401,0,0,1,1,1
11011025251,80,22,4,10,2366401,0,0,1,2,1
11011025251,80,0,4,,2366401,0,0,1,3,1
11011025251,80,49,4,18,2366401,0,0,1,7,1
11011025281,80,25,3,12,1033847,0,0,1,1,1
11011025281,80,25,3,12,1033847,0,0,1,2,1
11011025281,80,6,3,,1033847,0,0,1,3,1
11011025301,80,25,4,19,2392026,0,0,1,1,1
11011025301,80,51,4,13,2392026,0,0,1,6,1
11011025301,80,8,4,,2392026,0,0,1,4,1
11011025301,80,2,4,,2392026,0,0,1,4,1
11011026031,15,50,7,17,1221978,84420,0,1,1,1
11011026031,15,30,7,15,1221978,84420,0,1,3,1
11011026031,15,20,7,12,1221978,84420,0,1,3,1
11011026031,15,0,7,,1221978,84420,0,1,9,1
11011026031,15,22,7,12,1221978,84420,0,1,3,1
11011026031,15,24,7,15,1221978,84420,0,1,3,1
11011026031,15,51,7,12,1221978,84420,0,1,2,1
11011026081,15,64,2,12,867983,0,0,1,1,1
11011026081,15,59,2,9,867983,0,0,1,2,1
11011027011,17,43,3,17,1193477,0,0,1,1,1
11011027011,17,26,3,12,1193477,0,0,1,2,1
11011027011,17,4,3,,1193477,0,0,1,3,1
11011027021,17,36,4,12,697645,0,0,1,1,1
11011027021,17,35,4,12,697645,0,0,1,2,1
11011027021,17,14,4,,697645,0,0,1,3,1
11011027021,17,5,4,,697645,0,0,1,3,1
11011028011,12,67,5,6,1704371,61240,0,1,1,1
11011028011,12,26,5,14,1704371,61240,0,1,3,1
11011028011,12,65,5,6,1704371,61240,0,1,2,1
11011028011,12,34,5,16,1704371,61240,0,1,3,1
11011028011,12,2,5,,1704371,61240,0,1,9,1
11011028021,12,77,2,12,336000,85619,0,1,1,1
11011028021,12,74,2,11,336000,85619,0,1,2,1
11011028031,12,58,2,18,562177,0,0,1,1,1
11011028031,12,24,2,16,562177,0,0,1,4,1
11011028051,12,25,2,14,324205,0,0,1,1,1
11011028051,12,26,2,15,324205,0,0,1,2,1
11011028061,12,29,2,15,558919,0,0,1,1,1
11011028061,12,0,2,,558919,0,0,1,4,1
11011028081,12,78,3,12,1037377,189318,0,1,1,1
11011028081,12,75,3,6,1037377,189318,0,1,2,1
11011028081,12,49,3,10,1037377,189318,0,1,3,1
11011028091,12,40,3,15,1475290,14340,0,1,1,1
11011028091,12,41,3,12,1475290,14340,0,1,2,1
11011028091,12,14,3,,1475290,14340,0,1,3,1
11011028101,12,59,2,12,740600,100970,0,1,1,1
11011028101,12,58,2,12,740600,100970,0,1,2,1
11011028111,12,22,1,16,100000,100970,0,1,1,1
11011028121,12,28,4,12,399304,0,0,1,1,1
11011028121,12,28,4,12,399304,0,0,1,2,1
11011028121,12,56,4,9,399304,0,0,1,7,1
11011028121,12,0,4,,399304,0,0,1,3,1
11011029011,20,35,4,12,186830,8000,1,1,1,1
11011029011,20,15,4,10,186830,8000,1,1,4,1
11011029011,20,9,4,,186830,8000,1,1,4,1
11011029011,20,2,4,,186830,8000,1,1,4,1
11011029021,20,72,2,12,219800,46900,0,1,1,1
11011029021,20,42,2,12,219800,46900,0,1,4,1
11011029031,20,76,1,12,0,111279,0,1,1,1
11011029041,20,63,5,8,250000,78449,1,1,1,1
11011029041,20,37,5,12,250000,78449,1,1,2,1
11011029041,20,16,5,10,250000,78449,1,1,3,1
11011029041,20,6,5,,250000,78449,1,1,3,1
11011029041,20,66,5,0,250000,78449,1,1,12,1
11011029051,20,36,4,15,1137245,0,0,1,1,1
11011029051,20,38,4,15,1137245,0,0,1,2,1
11011029051,20,21,4,16,1137245,0,0,1,3,1
11011029051,20,25,4,16,1137245,0,0,1,3,1
11011029061,20,60,6,12,404798,10000,1,1,1,1
11011029061,20,66,6,12,404798,10000,1,1,13,1
11011029061,20,22,6,8,404798,10000,1,1,13,1
11011029061,20,22,6,8,404798,10000,1,1,13,1
11011029061,20,3,6,,404798,10000,1,1,13,1
11011029061,20,0,6,,404798,10000,1,1,13,1
11011029071,20,44,6,13,381880,71919,0,1,1,1
11011029071,20,80,6,12,381880,71919,0,1,6,1
11011029071,20,43,6,12,381880,71919,0,1,2,1
11011029071,20,15,6,10,381880,71919,0,1,3,1
11011029071,20,10,6,,381880,71919,0,1,3,1
11011029071,20,5,6,,381880,71919,0,1,3,1
11011030011,43,35,5,12,655187,21510,0,1,1,1
11011030011,43,12,5,,655187,21510,0,1,3,1
11011030011,43,0,5,,655187,21510,0,1,3,1
11011030011,43,0,5,,655187,21510,0,1,3,1
11011030011,43,40,5,11,655187,21510,0,1,2,1
11011030021,43,79,3,6,314080,76350,0,1,1,1
11011030021,43,20,3,14,314080,76350,0,1,9,1
11011030021,43,51,3,12,314080,76350,0,1,4,1
11011030031,43,57,1,10,85000,155850,0,1,1,1
11011030041,43,72,2,9,123060,246726,0,1,1,1
11011030041,43,26,2,14,123060,246726,0,1,9,1
11011030051,43,55,4,12,821037,88920,0,1,1,1
11011030051,43,33,4,16,821037,88920,0,1,4,1
11011030051,43,0,4,,821037,88920,0,1,9,1
11011030051,43,86,4,0,821037,88920,0,1,12,1
11011031011,41,56,4,14,1527068,29510,0,1,1,1
11011031011,41,46,4,12,1527068,29510,0,1,2,1
11011031011,41,11,4,,1527068,29510,0,1,5,1
11011031011,41,5,4,,1527068,29510,0,1,3,1
11011031021,41,46,4,12,735573,77950,0,1,1,1
11011031021,41,87,4,2,735573,77950,0,1,6,1
11011031021,41,44,4,12,735573,77950,0,1,2,1
11011031021,41,11,4,,735573,77950,0,1,3,1
11011031031,41,42,4,12,363585,5054,0,1,1,1
11011031031,41,34,4,12,363585,5054,0,1,2,1
11011031031,41,8,4,,363585,5054,0,1,3,1
11011031031,41,0,4,,363585,5054,0,1,3,1
11011031041,41,60,2,12,2275758,0,0,1,1,1
