household,weights,age,numper,education,laborincome,substrans,poverty,urban,order,Region
21011018251,15,29,5,0,879200,146490,0,1,3,2
21011018251,15,24,5,12,879200,146490,0,1,3,2
21011018251,15,22,5,12,879200,146490,0,1,3,2
21011018271,15,53,3,12,867983,93800,0,1,1,2
21011018271,15,53,3,12,867983,93800,0,1,2,2
21011018271,15,15,3,8,867983,93800,0,1,3,2
21011018281,15,45,3,12,1278241,0,0,1,1,2
21011018281,15,24,3,12,1278241,0,0,1,4,2
21011018281,15,10,3,,1278241,0,0,1,4,2
21011019011,57,27,4,15,620018,8770,0,1,1,2
21011019011,57,23,4,12,620018,8770,0,1,2,2
21011019011,57,5,4,,620018,8770,0,1,3,2
21011019011,57,2,4,,620018,8770,0,1,3,2
21011019021,57,48,2,6,230040,88470,0,1,1,2
21011019021,57,16,2,9,230040,88470,0,1,4,2
21011019041,57,51,5,8,674054,70350,0,1,1,2
21011019041,57,24,5,9,674054,70350,0,1,4,2
21011019041,57,22,5,12,674054,70350,0,1,8,2
21011019041,57,5,5,,674054,70350,0,1,9,2
21011019041,57,0,5,,674054,70350,0,1,9,2
21011020011,18,44,5,12,392893,178127,0,1,1,2
21011020011,18,20,5,12,392893,178127,0,1,4,2
21011020011,18,15,5,10,392893,178127,0,1,4,2
21011020011,18,7,5,,392893,178127,0,1,4,2
21011020011,18,2,5,,392893,178127,0,1,9,2
21011020021,18,36,1,8,760628,0,0,1,1,2
21011020031,18,46,6,12,886644,70068,0,1,1,2
21011020031,18,44,6,14,886644,70068,0,1,2,2
21011020031,18,21,6,15,886644,70068,0,1,5,2
21011020031,18,18,6,13,886644,70068,0,1,3,2
21011020031,18,13,6,,886644,70068,0,1,3,2
21011020031,18,6,6,,886644,70068,0,1,3,2
21011020051,18,38,3,12,249455,85350,0,1,1,2
21011020051,18,17,3,12,249455,85350,0,1,4,2
21011020051,18,1,3,,249455,85350,0,1,4,2
21011020061,18,27,3,12,859797,14340,0,1,1,2
21011020061,18,24,3,10,859797,14340,0,1,2,2
21011020061,18,6,3,,859797,14340,0,1,3,2
21011020062,18,25,3,9,332448,21668,0,1,1,2
21011020062,18,21,3,9,332448,21668,0,1,2,2
21011020062,18,1,3,,332448,21668,0,1,3,2
21011020071,18,54,3,13,584278,56280,0,1,1,2
21011020071,18,44,3,12,584278,56280,0,1,2,2
21011020071,18,14,3,,584278,56280,0,1,3,2
21011021061,18,55,10,12,1976661,92682,0,1,1,2
21011021061,18,47,10,11,1976661,92682,0,1,2,2
21011021061,18,10,10,,1976661,92682,0,1,3,2
21011021061,18,30,10,12,1976661,92682,0,1,3,2
21011021061,18,30,10,11,1976661,92682,0,1,8,2
21011021061,18,10,10,,1976661,92682,0,1,9,2
21011021061,18,0,10,,1976661,92682,0,1,9,2
21011021061,18,24,10,17,1976661,92682,0,1,3,2
21011021061,18,25,10,15,1976661,92682,0,1,8,2
21011021061,18,0,10,,1976661,92682,0,1,9,2
21011021081,18,19,1,12,558116,0,0,1,1,2
21011021091,18,41,3,14,688991,111800,0,1,1,2
21011021091,18,2,3,,688991,111800,0,1,4,2
21011021091,18,13,3,,688991,111800,0,1,4,2
21011021111,18,37,4,10,350000,84420,0,1,1,2
21011021111,18,13,4,,350000,84420,0,1,4,2
21011021111,18,11,4,,350000,84420,0,1,4,2
21011021111,18,8,4,,350000,84420,0,1,4,2
21011021121,18,39,4,12,720789,84420,0,1,1,2
21011021121,18,37,4,14,720789,84420,0,1,2,2
21011021121,18,17,4,11,720789,84420,0,1,3,2
21011021121,18,12,4,,720789,84420,0,1,3,2
21011021131,18,49,5,12,1333031,100970,0,1,1,2
21011021131,18,24,5,16,1333031,100970,0,1,4,2
21011021131,18,20,5,13,1333031,100970,0,1,4,2
21011021131,18,18,5,12,1333031,100970,0,1,4,2
21011021131,18,0,5,,1333031,100970,0,1,9,2
21011022021,19,60,3,10,611311,97420,0,1,1,2
21011022021,19,59,3,10,611311,97420,0,1,2,2
21011022021,19,16,3,10,611311,97420,0,1,9,2
21011022031,19,37,5,12,479348,70350,0,1,1,2
21011022031,19,31,5,12,479348,70350,0,1,2,2
21011022031,19,10,5,,479348,70350,0,1,3,2
21011022031,19,7,5,,479348,70350,0,1,3,2
21011022031,19,5,5,,479348,70350,0,1,3,2
21011022051,19,27,5,11,391977,95420,0,1,1,2
21011022051,19,24,5,12,391977,95420,0,1,2,2
21011022051,19,55,5,12,391977,95420,0,1,7,2
21011022051,19,5,5,,391977,95420,0,1,3,2
21011022051,19,1,5,,391977,95420,0,1,3,2
21011022061,19,67,5,6,211000,85619,1,1,1,2
21011022061,19,74,5,6,211000,85619,1,1,2,2
21011022061,19,17,5,9,211000,85619,1,1,9,2
21011022061,19,13,5,,211000,85619,1,1,9,2
21011022061,19,6,5,,211000,85619,1,1,9,2
21011022071,19,53,4,8,217979,56280,1,1,1,2
21011022071,19,33,4,11,217979,56280,1,1,4,2
21011022071,19,5,4,,217979,56280,1,1,9,2
21011022071,19,14,4,,217979,56280,1,1,9,2
21011022081,19,42,4,12,642457,93420,0,1,1,2
21011022081,19,42,4,12,642457,93420,0,1,2,2
21011022081,19,16,4,10,642457,93420,0,1,3,2
21011022081,19,10,4,,642457,93420,0,1,3,2
21011022091,19,44,2,12,472570,70350,0,1,1,2
21011022091,19,46,2,12,472570,70350,0,1,2,2
21011022111,19,50,3,7,868400,0,0,1,1,2
21011022111,19,51,3,12,868400,0,0,1,2,2
21011022111,19,11,3,,868400,0,0,1,3,2
21011022121,19,42,4,12,353700,81350,0,1,1,2
21011022121,19,38,4,12,353700,81350,0,1,2,2
21011022121,19,19,4,12,353700,81350,0,1,12,2
21011022121,19,17,4,12,353700,81350,0,1,3,2
21011022131,19,27,4,15,318710,0,0,1,1,2
21011022131,19,23,4,14,318710,0,0,1,2,2
21011022131,19,5,4,,318710,0,0,1,5,2
21011022131,19,3,4,,318710,0,0,1,3,2
21011023011,33,62,4,12,768770,92990,0,1,1,2
21011023011,33,23,4,14,768770,92990,0,1,4,2
21011023011,33,23,4,14,768770,92990,0,1,8,2
21011023011,33,1,4,,768770,92990,0,1,9,2
21011023021,33,47,5,12,858869,57008,0,1,1,2
21011023021,33,21,5,12,858869,57008,0,1,13,2
21011023021,33,2,5,,858869,57008,0,1,13,2
21011023021,33,21,5,12,858869,57008,0,1,13,2
21011023021,33,20,5,11,858869,57008,0,1,4,2
21011023031,33,46,6,10,505540,0,0,1,1,2
21011023031,33,38,6,12,505540,0,0,1,2,2
21011023031,33,18,6,11,505540,0,0,1,3,2
21011023031,33,15,6,9,505540,0,0,1,3,2
21011023031,33,14,6,,505540,0,0,1,3,2
21011023031,33,4,6,,505540,0,0,1,3,2
21011023041,33,44,5,10,3058979,74850,0,1,1,2
21011023041,33,49,5,11,3058979,74850,0,1,2,2
21011023041,33,25,5,17,3058979,74850,0,1,8,2
21011023041,33,21,5,14,3058979,74850,0,1,3,2
21011023041,33,25,5,17,3058979,74850,0,1,3,2
21011023051,33,64,2,3,334096,86350,0,1,1,2
21011023051,33,21,2,12,334096,86350,0,1,4,2
21011024021,22,47,7,11,989100,14340,0,1,1,2
21011024021,22,48,7,10,989100,14340,0,1,2,2
21011024021,22,18,7,13,989100,14340,0,1,3,2
21011024021,22,10,7,,989100,14340,0,1,3,2
21011024021,22,32,7,12,989100,14340,0,1,12,2
21011024021,22,32,7,12,989100,14340,0,1,12,2
21011024021,22,3,7,,989100,14340,0,1,12,2
21011024031,22,40,4,10,639508,44520,0,1,1,2
21011024031,22,41,4,12,639508,44520,0,1,2,2
21011024031,22,17,4,11,639508,44520,0,1,3,2
21011024031,22,8,4,,639508,44520,0,1,3,2
21011024041,22,42,3,12,417620,10000,0,1,1,2
21011024041,22,15,3,9,417620,10000,0,1,4,2
21011024041,22,23,3,16,417620,10000,0,1,4,2
21011024051,22,38,2,12,659400,0,0,1,1,2
21011024051,22,41,2,12,659400,0,0,1,2,2
21011024061,22,50,2,4,1084979,65970,0,1,1,2
21011024061,22,63,2,3,1084979,65970,0,1,2,2
21011024071,22,49,6,15,1207420,70350,0,1,1,2
21011024071,22,40,6,15,1207420,70350,0,1,2,2
21011024071,22,16,6,9,1207420,70350,0,1,3,2
21011024071,22,14,6,,1207420,70350,0,1,3,2
21011024071,22,9,6,,1207420,70350,0,1,3,2
21011024071,22,68,6,18,1207420,70350,0,1,7,2
21011024081,22,30,3,9,405715,14340,0,1,1,2
21011024081,22,26,3,11,405715,14340,0,1,2,2
21011024081,22,5,3,,405715,14340,0,1,3,2
21011024091,22,50,4,13,1466994,0,0,1,1,2
21011024091,22,47,4,22,1466994,0,0,1,2,2
21011024091,22,21,4,15,1466994,0,0,1,3,2
21011024091,22,17,4,12,1466994,0,0,1,3,2
21011025011,17,52,3,9,668571,46410,0,1,1,2
21011025011,17,31,3,14,668571,46410,0,1,4,2
21011025011,17,19,3,13,668571,46410,0,1,4,2
21011025021,17,50,7,12,1616388,118180,0,1,1,2
21011025021,17,47,7,6,1616388,118180,0,1,2,2
21011025021,17,34,7,12,1616388,118180,0,1,8,2
21011025021,17,24,7,12,1616388,118180,0,1,3,2
21011025021,17,18,7,11,1616388,118180,0,1,3,2
21011025021,17,19,7,12,1616388,118180,0,1,3,2
21011025021,17,1,7,,1616388,118180,0,1,9,2
21011025031,17,67,1,12,309744,68450,0,1,1,2
21011025041,17,30,1,12,608843,131320,0,1,1,2
21011025061,17,45,5,14,1335540,70350,0,1,1,2
21011025061,17,45,5,12,1335540,70350,0,1,2,2
21011025061,17,23,5,17,1335540,70350,0,1,3,2
21011025061,17,16,5,11,1335540,70350,0,1,3,2
21011025061,17,14,5,,1335540,70350,0,1,3,2
21011025071,17,21,2,9,1428300,0,0,1,1,2
21011025071,17,0,2,,1428300,0,0,1,4,2
21011025081,17,40,1,15,1220879,46900,0,1,1,2
21011025091,17,34,5,13,819063,77350,0,1,1,2
21011025091,17,32,5,13,819063,77350,0,1,2,2
21011025091,17,10,5,,819063,77350,0,1,3,2
21011025091,17,1,5,,819063,77350,0,1,3,2
21011025091,17,3,5,,819063,77350,0,1,3,2
21011026011,14,46,1,12,492240,0,0,1,1,2
21011026021,14,41,3,12,867983,70350,0,1,1,2
21011026021,14,33,3,12,867983,70350,0,1,2,2
21011026021,14,8,3,,867983,70350,0,1,3,2
21011026031,14,39,5,11,588153,0,0,1,1,2
21011026031,14,34,5,11,588153,0,0,1,2,2
21011026031,14,14,5,,588153,0,0,1,3,2
21011026031,14,8,5,,588153,0,0,1,3,2
21011026031,14,7,5,,588153,0,0,1,3,2
21011026041,14,41,4,8,140672,90512,1,1,1,2
21011026041,14,15,4,8,140672,90512,1,1,4,2
21011026041,14,13,4,,140672,90512,1,1,4,2
21011026041,14,12,4,,140672,90512,1,1,4,2
21011026051,14,27,3,12,1053450,7170,0,1,1,2
21011026051,14,25,3,12,1053450,7170,0,1,2,2
21011026051,14,2,3,,1053450,7170,0,1,3,2
21011026061,14,43,3,14,702491,0,0,1,1,2
21011026061,14,18,3,11,702491,0,0,1,4,2
21011026061,14,17,3,9,702491,0,0,1,4,2
21011026071,14,69,1,6,217000,84420,0,1,1,2
21011026081,14,30,4,12,1162742,21510,0,1,1,2
21011026081,14,37,4,16,1162742,21510,0,1,2,2
21011026081,14,9,4,,1162742,21510,0,1,3,2
21011026081,14,4,4,,1162742,21510,0,1,3,2
21011026091,14,50,4,12,911071,107870,0,1,1,2
21011026091,14,50,4,12,911071,107870,0,1,2,2
21011026091,14,18,4,10,911071,107870,0,1,3,2
21011026091,14,12,4,,911071,107870,0,1,3,2
21011026101,14,63,2,6,1301974,70350,0,1,1,2
21011026101,14,52,2,8,1301974,70350,0,1,2,2
21011026141,14,42,2,8,300000,16000,0,1,1,2
21011026141,14,1,2,,300000,16000,0,1,4,2
21011026151,14,43,6,11,1518780,117250,0,1,1,2
21011026151,14,42,6,12,1518780,117250,0,1,2,2
21011026151,14,21,6,12,1518780,117250,0,1,3,2
21011026151,14,20,6,12,1518780,117250,0,1,3,2
21011026151,14,2,6,,1518780,117250,0,1,3,2
21011026151,14,2,6,,1518780,117250,0,1,3,2
21011026161,14,44,2,12,338156,59977,0,1,1,2
21011026161,14,13,2,,338156,59977,0,1,4,2
21011027011,39,39,4,6,1633670,77480,0,1,1,2
21011027011,39,43,4,10,1633670,77480,0,1,2,2
21011027011,39,19,4,12,1633670,77480,0,1,3,2
21011027011,39,10,4,,1633670,77480,0,1,3,2
21011027021,39,47,6,0,1531992,226966,0,1,1,2
21011027021,39,17,6,9,1531992,226966,0,1,4,2
21011027021,39,23,6,10,1531992,226966,0,1,4,2
21011027021,39,78,6,6,1531992,226966,0,1,6,2
21011027021,39,48,6,8,1531992,226966,0,1,10,2
21011027021,39,48,6,11,1531992,226966,0,1,11,2
21011027031,39,61,2,10,1301974,0,0,1,1,2
21011027031,39,58,2,12,1301974,0,0,1,2,2
21011027041,39,40,5,12,1130501,0,0,1,1,2
21011027041,39,37,5,16,1130501,0,0,1,2,2
21011027041,39,2,5,,1130501,0,0,1,3,2
21011027041,39,0,5,,1130501,0,0,1,3,2
21011027041,39,12,5,,1130501,0,0,1,5,2
21011028011,30,19,8,10,922696,92674,0,1,1,2
21011028011,30,18,8,12,922696,92674,0,1,2,2
21011028011,30,31,8,12,922696,92674,0,1,10,2
21011028011,30,39,8,9,922696,92674,0,1,11,2
21011028011,30,12,8,,922696,92674,0,1,12,2
21011028011,30,11,8,,922696,92674,0,1,12,2
21011028011,30,1,8,,922696,92674,0,1,3,2
21011028011,30,70,8,17,922696,92674,0,1,12,2
21011028021,30,53,1,9,395640,0,0,1,1,2
21011028051,30,38,1,3,1023498,0,0,1,1,2
21011028061,30,27,4,12,1377995,82723,0,1,1,2
21011028061,30,27,4,12,1377995,82723,0,1,2,2
21011028061,30,8,4,,1377995,82723,0,1,3,2
21011028061,30,2,4,,1377995,82723,0,1,5,2
21011028071,30,34,4,11,494550,70350,0,1,1,2
21011028071,30,33,4,10,494550,70350,0,1,2,2
21011028071,30,11,4,,494550,70350,0,1,3,2
21011028071,30,5,4,,494550,70350,0,1,3,2
21011029011,20,67,2,6,731987,98822,0,1,1,2
21011029011,20,40,2,12,731987,98822,0,1,4,2
21011029021,20,30,5,8,208054,113953,1,1,1,2
21011029021,20,14,5,,208054,113953,1,1,4,2
21011029021,20,13,5,,208054,113953,1,1,4,2
21011029021,20,10,5,,208054,113953,1,1,4,2
21011029021,20,7,5,,208054,113953,1,1,4,2
21011029031,20,56,2,1,304469,80850,0,1,1,2
21011029031,20,50,2,0,304469,80850,0,1,2,2
21011029041,20,23,3,12,0,0,1,1,1,2
21011029041,20,20,3,12,0,0,1,1,2,2
21011029041,20,0,3,,0,0,1,1,3,2
21011029051,20,42,2,15,358960,126939,0,1,1,2
21011029051,20,56,2,6,358960,126939,0,1,2,2
21011029061,20,37,7,5,355100,110085,1,1,1,2
21011029061,20,40,7,5,355100,110085,1,1,10,2
21011029061,20,39,7,0,355100,110085,1,1,10,2
21011029061,20,43,7,5,355100,110085,1,1,10,2
21011029061,20,16,7,9,355100,110085,1,1,4,2
21011029061,20,5,7,,355100,110085,1,1,3,2
21011029061,20,39,7,12,355100,110085,1,1,2,2
21011031061,20,40,5,19,1744113,140700,0,1,1,2
21011031061,20,38,5,12,1744113,140700,0,1,2,2
21011031061,20,16,5,10,1744113,140700,0,1,3,2
21011031061,20,11,5,,1744113,140700,0,1,3,2
21011031061,20,22,5,13,1744113,140700,0,1,12,2
21011031081,20,34,2,17,2215412,0,0,1,1,2
21011031081,20,38,2,16,2215412,0,0,1,2,2
21011031091,20,60,4,12,968951,140700,0,1,1,2
21011031091,20,61,4,12,968951,140700,0,1,2,2
21011031091,20,18,4,13,968951,140700,0,1,3,2
21011031091,20,16,4,11,968951,140700,0,1,3,2
21011032011,52,66,2,11,1269600,140700,0,1,1,2
21011032011,52,50,2,13,1269600,140700,0,1,2,2
21011032021,52,29,3,17,1866091,0,0,1,1,2
21011032021,52,30,3,15,1866091,0,0,1,2,2
21011032021,52,2,3,,1866091,0,0,1,3,2
21011032041,52,31,3,16,1884613,140700,0,1,1,2
21011032041,52,30,3,16,1884613,140700,0,1,2,2
21011032041,52,8,3,,1884613,140700,0,1,3,2
21011032101,52,47,5,18,3837049,140700,0,1,1,2
21011032101,52,47,5,18,3837049,140700,0,1,2,2
21011032101,52,19,5,14,3837049,140700,0,1,3,2
21011032101,52,19,5,14,3837049,140700,0,1,3,2
21011032101,52,17,5,11,3837049,140700,0,1,3,2
21011032181,52,50,4,15,1395290,140700,0,1,1,2
21011032181,52,50,4,17,1395290,140700,0,1,2,2
21011032181,52,24,4,17,1395290,140700,0,1,3,2
21011032181,52,15,4,9,1395290,140700,0,1,3,2
21011033011,50,70,2,12,205100,56280,0,1,1,2
21011033011,50,20,2,14,205100,56280,0,1,9,2
21011033021,50,64,10,6,2063983,105384,0,1,1,2
21011033021,50,62,10,5,2063983,105384,0,1,2,2
21011033021,50,11,10,,2063983,105384,0,1,12,2
21011033021,50,42,10,12,2063983,105384,0,1,3,2
21011033021,50,46,10,8,2063983,105384,0,1,8,2
21011033021,50,17,10,12,2063983,105384,0,1,9,2
21011033021,50,14,10,,2063983,105384,0,1,9,2
21011033021,50,26,10,13,2063983,105384,0,1,12,2
21011033021,50,20,10,9,2063983,105384,0,1,13,2
21011033021,50,0,10,,2063983,105384,0,1,13,2
21011033051,50,34,6,14,758310,84420,0,1,1,2
21011033051,50,40,6,15,758310,84420,0,1,2,2
21011033051,50,16,6,8,758310,84420,0,1,5,2
21011033051,50,7,6,,758310,84420,0,1,3,2
21011033051,50,5,6,,758310,84420,0,1,3,2
21011033051,50,78,6,12,758310,84420,0,1,12,2
21011034011,46,70,2,6,1814913,54766,0,1,1,2
21011034011,46,64,2,6,1814913,54766,0,1,2,2
21011034012,46,43,5,13,522849,0,0,1,1,2
21011034012,46,40,5,10,522849,0,0,1,2,2
21011034012,46,21,5,15,522849,0,0,1,3,2
21011034012,46,19,5,12,522849,0,0,1,3,2
21011034012,46,8,5,,522849,0,0,1,3,2
21011034031,46,28,5,13,725260,32800,0,1,1,2
21011034031,46,23,5,12,725260,32800,0,1,2,2
21011034031,46,5,5,,725260,32800,0,1,5,2
21011034031,46,4,5,,725260,32800,0,1,5,2
21011034031,46,2,5,,725260,32800,0,1,3,2
21011034041,46,45,5,10,240652,21162,1,1,1,2
21011034041,46,39,5,12,240652,21162,1,1,2,2
21011034041,46,10,5,,240652,21162,1,1,3,2
21011034041,46,14,5,,240652,21162,1,1,3,2
21011034041,46,70,5,12,240652,21162,1,1,6,2
21011034051,46,75,4,5,544640,131880,0,1,1,2
21011034051,46,50,4,5,544640,131880,0,1,4,2
21011034051,46,30,4,10,544640,131880,0,1,9,2
21011034051,46,42,4,10,544640,131880,0,1,13,2
21011035011,45,64,3,6,725987,0,0,1,1,2
21011035011,45,41,3,12,725987,0,0,1,4,2
21011035011,45,12,3,,725987,0,0,1,12,2
21011035021,45,69,6,12,193060,87039,1,1,1,2
21011035021,45,67,6,12,193060,87039,1,1,2,2
21011035021,45,38,6,9,193060,87039,1,1,3,2
21011035021,45,16,6,10,193060,87039,1,1,9,2
21011035021,45,4,6,,193060,87039,1,1,9,2
21011035021,45,4,6,,193060,87039,1,1,9,2
21011035031,45,22,3,12,186830,77520,0,1,1,2
21011035031,45,22,3,12,186830,77520,0,1,2,2
21011035031,45,4,3,,186830,77520,0,1,3,2
21011035041,45,70,2,6,447401,106869,0,1,1,2
21011035041,45,68,2,6,447401,106869,0,1,2,2
21011036011,29,80,5,12,1142147,176053,0,1,1,2
21011036011,29,44,5,9,1142147,176053,0,1,8,2
21011036011,29,17,5,9,1142147,176053,0,1,9,2
21011036011,29,43,5,10,1142147,176053,0,1,3,2
21011036011,29,76,5,6,1142147,176053,0,1,2,2
21011036031,29,56,5,14,3272134,93800,0,1,1,2
21011036031,29,50,5,12,3272134,93800,0,1,2,2
21011036031,29,28,5,15,3272134,93800,0,1,3,2
21011036031,29,24,5,15,3272134,93800,0,1,3,2
21011036031,29,21,5,15,3272134,93800,0,1,3,2
21011036051,29,67,5,12,820380,93420,0,1,1,2
21011036051,29,62,5,9,820380,93420,0,1,2,2
21011036051,29,19,5,12,820380,93420,0,1,9,2
21011036051,29,16,5,11,820380,93420,0,1,9,2
21011036051,29,44,5,12,820380,93420,0,1,3,2
21011037011,67,55,7,9,4369840,28140,0,1,1,2
21011037011,67,48,7,9,4369840,28140,0,1,2,2
21011037011,67,24,7,12,4369840,28140,0,1,3,2
21011037011,67,21,7,10,4369840,28140,0,1,3,2
21011037011,67,18,7,10,4369840,28140,0,1,3,2
21011037011,67,5,7,,4369840,28140,0,1,9,2
21011037011,67,8,7,,4369840,28140,0,1,9,2
21011037031,67,31,5,14,1346842,56280,0,1,1,2
21011037031,67,29,5,12,1346842,56280,0,1,2,2
21011037031,67,10,5,,1346842,56280,0,1,3,2
21011037031,67,5,5,,1346842,56280,0,1,3,2
21011037031,67,2,5,,1346842,56280,0,1,3,2
21011038061,11,35,4,12,987367,140700,0,1,1,2
21011038061,11,33,4,13,987367,140700,0,1,2,2
21011038061,11,5,4,,987367,140700,0,1,3,2
21011038061,11,9,4,,987367,140700,0,1,3,2
21011038071,11,42,4,11,802270,5054,0,1,1,2
21011038071,11,48,4,11,802270,5054,0,1,2,2
21011038071,11,15,4,10,802270,5054,0,1,4,2
21011038071,11,29,4,12,802270,5054,0,1,5,2
21011039011,24,26,7,14,1229509,28680,0,1,1,2
21011039011,24,32,7,10,1229509,28680,0,1,2,2
21011039011,24,10,7,,1229509,28680,0,1,3,2
21011039011,24,8,7,,1229509,28680,0,1,3,2
21011039011,24,4,7,,1229509,28680,0,1,3,2
21011039011,24,21,7,12,1229509,28680,0,1,11,2
21011039011,24,19,7,6,1229509,28680,0,1,10,2
21011039021,24,42,5,12,1489077,106112,0,1,1,2
21011039021,24,38,5,12,1489077,106112,0,1,2,2
21011039021,24,21,5,9,1489077,106112,0,1,3,2
21011039021,24,20,5,9,1489077,106112,0,1,3,2
21011039021,24,13,5,,1489077,106112,0,1,3,2
21011039041,24,37,3,12,406630,0,0,1,1,2
21011039041,24,42,3,12,406630,0,0,1,13,2
21011039041,24,4,3,,406630,0,0,1,4,2
21011039051,24,54,5,12,1321971,46900,0,1,1,2
21011039051,24,52,5,10,1321971,46900,0,1,2,2
21011039051,24,20,5,14,1321971,46900,0,1,3,2
21011039051,24,17,5,12,1321971,46900,0,1,3,2
21011039051,24,82,5,5,1321971,46900,0,1,7,2
21011039061,24,51,5,11,799386,46900,0,1,1,2
21011039061,24,41,5,10,799386,46900,0,1,2,2
21011039061,24,14,5,,799386,46900,0,1,3,2
21011039061,24,11,5,,799386,46900,0,1,3,2
21011039061,24,6,5,,799386,46900,0,1,3,2
21011039071,24,48,7,15,1658974,84420,0,1,1,2
21011039071,24,44,7,12,1658974,84420,0,1,2,2
21011039071,24,23,7,13,1658974,84420,0,1,3,2
21011039071,24,22,7,13,1658974,84420,0,1,3,2
21011039071,24,23,7,13,1658974,84420,0,1,8,2
21011039071,24,21,7,12,1658974,84420,0,1,3,2
21011039071,24,0,7,,1658974,84420,0,1,9,2
21011039081,24,24,4,12,709273,21510,0,1,1,2
21011039081,24,26,4,12,709273,21510,0,1,2,2
21011039081,24,8,4,,709273,21510,0,1,3,2
21011039081,24,3,4,,709273,21510,0,1,3,2
21011040011,22,23,1,12,880196,0,0,1,1,2
21011040021,22,43,1,15,2056064,0,0,1,1,2
21011040031,22,48,8,12,787956,70350,0,1,1,2
21011040031,22,42,8,12,787956,70350,0,1,2,2
21011040031,22,24,8,12,787956,70350,0,1,3,2
21011040031,22,25,8,12,787956,70350,0,1,3,2
21011040031,22,3,8,,787956,70350,0,1,9,2
21011040031,22,19,8,12,787956,70350,0,1,3,2
21011040031,22,0,8,,787956,70350,0,1,9,2
21011040031,22,3,8,,787956,70350,0,1,3,2
21011040051,22,47,9,12,2832682,93800,0,1,1,2
21011040051,22,40,9,8,2832682,93800,0,1,2,2
21011040051,22,18,9,12,2832682,93800,0,1,8,2
21011040051,22,20,9,7,2832682,93800,0,1,3,2
21011040051,22,17,9,8,2832682,93800,0,1,3,2
21011040051,22,11,9,,2832682,93800,0,1,3,2
21011040051,22,6,9,,2832682,93800,0,1,3,2
21011040051,22,3,9,,2832682,93800,0,1,3,2
21011040051,22,1,9,,2832682,93800,0,1,9,2
21011040061,22,40,2,15,915834,0,0,1,1,2
21011040061,22,40,2,18,915834,0,0,1,2,2
21011040071,22,69,1,10,74000,48900,0,1,1,2
21011040081,22,49,3,12,494552,83140,0,1,1,2
21011040081,22,45,3,12,494552,83140,0,1,2,2
21011040081,22,11,3,,494552,83140,0,1,3,2
21011041011,630,56,2,14,755782,126250,0,1,1,2
21011041011,630,57,2,12,755782,126250,0,1,2,2
21011041012,630,25,4,18,1459369,117250,0,1,1,2
21011041012,630,24,4,15,1459369,117250,0,1,2,2
21011041012,630,1,4,,1459369,117250,0,1,3,2
21011041012,630,50,4,6,1459369,117250,0,1,12,2
21011041021,630,55,3,5,0,93800,1,1,1,2
21011041021,630,50,3,13,0,93800,1,1,2,2
21011041021,630,23,3,13,0,93800,1,1,3,2
21011041022,630,24,3,12,633739,0,0,1,1,2
21011041022,630,25,3,12,633739,0,0,1,2,2
21011041022,630,5,3,,633739,0,0,1,3,2
21011041023,630,28,4,9,386848,14340,0,1,1,2
21011041023,630,24,4,1,386848,14340,0,1,2,2
21011041023,630,3,4,,386848,14340,0,1,3,2
21011041023,630,8,4,,386848,14340,0,1,3,2
21011041024,630,26,3,12,917445,0,0,1,1,2
21011041024,630,25,3,9,917445,0,0,1,2,2
21011041024,630,10,3,,917445,0,0,1,3,2
21011042011,25,25,6,13,707757,70350,0,1,1,2
21011042011,25,27,6,12,707757,70350,0,1,2,2
21011042011,25,46,6,12,707757,70350,0,1,6,2
21011042011,25,13,6,,707757,70350,0,1,10,2
21011042011,25,6,6,,707757,70350,0,1,3,2
21011042011,25,0,6,,707757,70350,0,1,3,2
21011042021,25,54,2,10,110000,134729,0,1,1,2
21011042021,25,50,2,8,110000,134729,0,1,10,2
21011042031,25,42,4,9,718776,57900,0,1,1,2
21011042031,25,44,4,12,718776,57900,0,1,2,2
21011042031,25,13,4,,718776,57900,0,1,3,2
21011042031,25,12,4,,718776,57900,0,1,3,2
21011042041,25,42,4,12,1993224,93800,0,1,1,2
21011042041,25,38,4,10,1993224,93800,0,1,2,2
21011042041,25,19,4,12,1993224,93800,0,1,3,2
21011042041,25,17,4,12,1993224,93800,0,1,3,2
21011042051,25,48,2,3,281300,46900,0,1,1,2
21011042051,25,32,2,12,281300,46900,0,1,4,2
21011042061,25,32,3,12,277498,0,0,1,1,2
21011042061,25,25,3,12,277498,0,0,1,2,2
21011042061,25,6,3,,277498,0,0,1,3,2
21011042071,25,57,2,10,1008758,51900,0,1,1,2
21011042071,25,55,2,10,1008758,51900,0,1,2,2
21011042081,25,39,3,8,220000,0,0,1,1,2
21011042081,25,11,3,,220000,0,0,1,4,2
21011042081,25,2,3,,220000,0,0,1,4,2
21011043011,23,58,5,6,380987,0,0,1,1,2
21011043011,23,26,5,8,380987,0,0,1,4,2
21011043011,23,8,5,,380987,0,0,1,9,2
21011043011,23,4,5,,380987,0,0,1,9,2
21011043011,23,0,5,,380987,0,0,1,9,2
21011043021,23,71,1,6,70000,7112,0,1,1,2
21011043041,23,64,8,9,838310,108962,0,1,1,2
21011043041,23,61,8,12,838310,108962,0,1,2,2
21011043041,23,43,8,12,838310,108962,0,1,8,2
21011043041,23,39,8,13,838310,108962,0,1,3,2
21011043041,23,19,8,13,838310,108962,0,1,9,2
21011043041,23,14,8,,838310,108962,0,1,9,2
21011043041,23,6,8,,838310,108962,0,1,9,2
