County,2023
Allegany,22.09041
Anne Arundel,29.38195
Baltimore,28.30103
Calvert,40.70376
Caroline,31.22797
Carroll,34.54572
Cecil,29.12602
Charles,43.09558
Dorchester,26.86585
Frederick,33.37456
Garrett,24.13993
Harford,32.12491
Howard,28.82233
Kent,26.95808
Montgomery,32.44527
Prince George's,35.52408
Queen Anne's,33.79424
St. Mary's,30.36480
Somerset,24.46871
Talbot,25.82273
Washington,29.47680
Wicomico,22.92627
Worcester,22.66835
Baltimore City,29.41805
